CaseNum,STATUS,PROGRAM,TIME,cDATE,SITE,EB1,EB2,EB3,EB4,EB5,EB6,EB7,EB8,EB9,EB10,EB11,EB12,EB13,EB14,EB15,EB16,EB17,EB18,EB19,EB20,EB21,EB22,EB23,EB24,EB25,EB26,EB27,EH1,EH2,EH3,EH4,EH5,EH6,EH7,EH8,EH9,EH10,EH11,EH12,EH13,EH14,EH15,EH16,EH17,EH18,EH19,EH20,EH21,EH22,EH23,EH24,SS1,SS2,SS3,SS4,SS5,SS6,SS7,SS8,SS9,SS10,SS11,SS12,SS13,SS14,SS15,R1,R2,SEF1,SEF2,SEF3,SEF4,SEF5,SEF6,SEF7,SEF8,GR1,GR2,GR3,GR4,GR5,GR6,GR7,GR8,SPR1,SPR2,SPR3,SPR4,SPR5,SPR6,SPR7,SPR8,SPR9,SPR10,SPR11,SPR12,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,F16,F17,F18,Employed,FULLPART,YearsEmployed,MonthsEmployed,DaysEmployed,HourlyWage,HealthInsurance,Pension,PayBills,Children,Adults,Earners,HouseIncome,Welfare,MaritalStatus,Housing,HopeFuture,Life1Month,Life6Months,Life1Year,Life5Years,Age,YearBorn,Gender,Race,YearsSchool,EDULevel,YearsJobTrain
1011,0,2,2,2021.12.23,2,5,1,5,5,5,1,1,1,1,1,1,1,1,1,4,3,2,5,5,1,1,1,1,1,1,1,3,9,9,8,10,10,10,9,9,10,8,10,10,9,8,10,10,10,8,,99,9,9,8,8,5,3,1,4,1,3,2,1,1,1,1,1,1,1,1,4,4,5,5,4,5,4,4,4,4,2,3,2,5,2,2,4,5,5,5,5,5,5,5,1,1,1,4,3,4,1,1,4,4,1,1,5,1,6,1,6,1,1,5,1,4,2,5,0,99,99,99,99,99,99,99,0,1,1,1,7800,1,2,0,1,1,2,2,2,24,1989,1,4,11,0,1
1011,0,2,3,2021.12.24,2,1,1,3,4,5,5,1,1,1,1,1,1,1,1,3,2,1,4,4,1,1,1,1,3,1,1,1,8,9,9,10,10,9,7,10,8,10,10,10,8,10,9,10,6,6,6,6,10,10,8,10,4,1,1,4,2,4,2,1,1,1,4,1,3,1,99,3,2,4,4,4,4,4,4,4,4,1,4,2,5,1,1,5,5,8,8,7,5,7,6,1,1,4,4,3,4,2,1,3,4,1,1,5,3,7,2,6,2,2,6,5,5,5,6,0,77,77,77,77,77,77,77,1,1,1,1,7800,1,2,3,1,1,2,2,2,23,1989,1,6,11,1,0
1011,0,2,4,2021.12.25,2,3,4,2,2,4,5,1,2,2,1,1,1,1,1,3,3,3,5,5,5,5,3,3,3,4,3,1,9,10,10,10,10,10,5,10,10,4,10,10,10,10,10,10,10,10,10,10,10,9,10,10,3,4,1,3,1,1,5,1,1,4,5,1,4,1,1,3,4,4,5,4,5,4,4,4,4,3,5,1,5,1,1,5,5,7,3,4,5,4,5,2,1,4,3,2,3,1,1,4,4,1,1,6,3,7,5,5,2,3,3,3,4,2,3,0,77,77,77,77,77,77,77,0,4,4,3,0,1,2,2,1,1,2,2,3,30,1982,1,2,3,0,0
1012,0,2,1,2021.12.26,2,5,1,3,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,5,1,1,1,1,3,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,1,1,1,4,1,1,1,1,1,2,1,1,1,1,99,3,4,5,5,5,5,5,5,5,5,3,3,4,5,3,3,3,4,7,3,4,5,4,5,2,1,4,3,2,3,1,1,4,4,1,1,6,3,7,5,5,2,3,3,3,4,2,3,0,77,77,77,77,77,77,77,0,0,1,1,3000,1,2,2,1,2,2,2,2,21,1991,1,2,1,3,2
1012,0,2,2,2021.12.27,2,1,2,3,3,2,1,2,2,5,1,1,1,1,3,4,4,3,1,1,1,1,1,3,5,4,1,1,6,6,7,7,7,7,7,8,8,0,10,10,7,10,7,10,7,2,7,7,10,10,9,10,3,1,1,2,1,3,2,1,1,1,1,1,2,4,99,1,3,5,5,5,5,5,5,4,5,1,5,1,5,2,1,5,5,10,1,9,1,10,1,1,1,4,4,4,4,1,1,4,3,1,1,7,2,7,1,6,1,1,6,1,3,5,6,1,77,99,4,21,9.25,1,0,0,0,1,1,20000,0,2,0,1,1,0,0,2,39,1973,1,4,3,2,0
1012,0,2,3,2021.12.28,2,1,1,2,3,1,1,4,3,2,1,1,1,1,2,4,2,1,1,1,2,1,2,3,3,2,1,1,10,10,9,9,9,9,9,9,9,5,8,10,9,10,9,10,9,9,9,9,9,9,9,9,2,1,3,2,2,3,4,4,1,2,2,1,3,3,99,3,2,4,4,5,5,4,4,4,4,4,2,3,5,3,2,3,5,10,1,9,1,10,1,1,1,4,4,4,4,1,1,4,3,1,1,7,2,7,1,6,1,1,6,1,3,5,6,1,77,6,99,99,11.22,1,0,0,0,1,1,14000,0,2,4,1,2,2,2,2,38,1974,1,2,2,1,1
1012,0,2,4,2021.12.29,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,2,1,1,1,1,1,1,2,1,1,8,6,8,10,9,9,6,10,10,3,9,10,10,10,10,10,10,10,9,9,9,9,9,9,3,2,5,4,4,4,3,1,2,3,1,3,4,3,2,3,3,4,4,4,4,4,4,3,4,3,4,3,5,2,5,4,4,5,5,5,4,4,4,2,1,2,4,2,4,2,2,4,2,2,2,4,3,6,1,4,1,1,3,1,5,3,4,1,77,9,99,99,16,0,1,1,1,2,2,49900,0,4,0,1,1,1,1,2,39,1974,1,6,12,2,23
1013,0,2,1,2021.12.30,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,10,7,10,10,10,10,9,10,10,7,10,10,10,10,10,10,10,10,10,10,10,10,10,8,4,2,4,4,5,5,4,1,2,4,2,1,4,4,77,4,4,5,4,5,5,5,5,5,5,3,4,2,4,2,2,4,4,10,0,10,0,10,0,2,1,4,3,3,3,2,1,2,1,1,1,5,5,6,1,5,1,1,2,4,2,1,6,1,77,0,0,10,9,0,0,1,0,3,2,41000,0,2,0,1,2,2,2,2,19,1993,1,3,12,2,1
1013,0,2,2,2021.12.31,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,4,4,5,4,5,5,4,4,4,5,5,3,3,3,77,4,4,5,5,5,5,5,5,5,5,3,3,2,3,2,3,3,5,10,0,10,0,10,0,2,1,4,3,3,3,2,1,2,1,1,1,5,5,6,1,5,1,1,2,4,2,1,6,1,77,0,6,99,14,1,0,0,0,2,1,26000,0,4,0,1,2,2,2,2,42,1970,1,2,99,3,12
1013,0,2,3,2022.1.1,2,1,1,1,1,3,5,1,1,2,1,1,1,1,1,3,3,3,5,5,1,1,3,1,4,1,1,1,8,8,7,8,8,5,5,8,5,5,7,5,8,8,7,10,8,7,7,5,8,7,7,8,3,1,1,5,1,1,3,1,3,1,4,1,4,2,3,3,4,3,4,4,3,4,4,4,4,3,3,1,4,2,1,4,4,8,7,6,6,6,6,1,1,4,4,4,3,1,3,4,4,4,1,99,3,5,2,5,1,1,5,1,5,3,5,1,77,99,99,15,9,1,99,0,3,1,1,6000,1,2,0,1,1,3,3,3,28,1984,1,2,12,3,2
1013,0,2,4,2022.1.2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,8,10,10,10,10,7,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,3,2,2,3,3,2,2,2,2,3,3,2,5,2,5,4,4,5,5,5,5,5,5,4,5,2,4,1,5,2,2,4,5,10,1,10,1,9,2,3,2,3,4,4,4,1,4,3,3,2,2,4,4,6,2,3,2,3,5,3,5,2,5,0,77,77,77,77,77,77,77,0,1,2,1,10000,1,0,0,77,77,77,77,77,25,1986,1,4,0,1,1
1014,0,2,1,2022.1.3,2,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,5,10,10,10,8,5,10,10,10,10,10,10,10,10,10,10,10,10,10,10,99,10,10,4,1,1,2,2,2,2,2,5,5,5,1,3,3,77,3,1,5,5,5,5,5,5,4,4,3,2,3,5,2,2,5,5,10,1,10,1,9,2,3,2,3,4,4,4,1,4,3,3,2,2,4,4,6,2,3,2,3,5,3,5,2,5,0,77,77,77,77,77,77,77,0,1,2,99,999,0,0,1,1,1,2,2,2,99,99,99,99,99,99,99
1014,0,2,2,2022.1.4,2,1,1,3,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,4,10,10,10,10,4,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,4,2,2,4,4,5,5,3,4,5,5,2,4,4,5,4,4,5,5,5,5,5,5,4,5,3,2,3,5,2,2,5,5,7,0,7,1,8,1,3,2,3,2,4,3,3,3,3,3,2,2,5,5,5,2,7,2,2,4,2,7,2,6,0,77,77,77,77,77,77,77,1,1,2,1,13000,1,0,0,1,1,2,2,2,25,1986,1,4,0,1,0
1014,0,2,3,2022.1.5,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,6,10,10,10,10,6,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,3,3,3,3,3,3,4,3,3,3,4,2,3,2,1,4,4,5,5,5,4,4,4,4,4,2,5,1,5,2,1,5,5,7,0,7,1,8,1,3,2,3,2,4,3,3,3,3,3,2,2,5,5,5,2,7,2,2,4,2,7,2,6,0,77,77,77,77,77,77,77,1,1,2,1,15000,1,0,0,1,1,2,2,2,27,1986,1,4,1,2,0
1014,0,2,4,2022.1.6,2,1,1,1,3,1,1,1,5,1,1,1,1,1,1,1,5,1,1,1,1,1,1,1,1,1,1,1,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,5,5,1,3,99,1,3,1,99,1,1,1,1,1,1,2,4,5,5,5,5,5,5,5,5,2,5,1,5,2,1,5,5,1,4,2,5,5,5,1,1,4,4,4,4,1,1,4,4,3,4,7,1,7,1,7,7,1,6,1,7,1,7,0,77,77,77,77,77,77,77,99,99,99,99,999,99,2,99,1,99,99,99,99,99,99,99,99,99,99,99
1015,0,2,1,2022.1.7,2,5,5,5,4,5,5,5,3,4,4,3,5,5,3,4,4,3,2,3,3,3,5,3,3,3,3,3,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,4,4,1,2,3,3,3,2,1,3,1,1,4,2,2,3,3,4,5,5,5,5,4,4,4,3,3,3,4,4,3,3,4,1,4,2,5,5,5,1,1,4,4,4,4,1,1,4,4,3,4,7,1,7,1,7,7,1,6,1,7,1,7,0,77,77,77,77,77,77,77,0,0,2,1,99,1,4,0,77,77,77,77,77,33,1978,0,99,99,1,3
1015,0,2,2,2022.1.8,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,4,4,3,3,3,3,3,3,3,3,3,3,3,3,77,4,4,5,5,5,5,5,5,5,5,2,2,1,5,3,3,4,5,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,0,77,77,77,77,77,77,77,99,0,2,1,999,99,4,0,1,1,2,2,2,99,99,99,99,99,99,99
1015,0,2,3,2022.1.9,2,99,99,99,1,5,1,1,1,1,1,1,1,1,1,1,1,1,5,5,1,1,1,1,1,1,1,1,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,5,5,5,5,5,5,5,5,5,5,5,5,3,5,5,4,4,5,5,5,5,5,5,5,5,2,2,1,5,3,3,4,5,3,3,1,8,5,5,1,1,1,1,4,4,1,1,4,4,1,1,7,1,7,1,3,3,2,5,1,7,7,7,1,77,1,9,28,9.95,1,0,1,1,1,2,999,99,0,0,1,1,2,2,2,99,99,99,99,99,99,99
1015,0,2,4,2022.1.10,2,1,1,1,1,3,5,1,2,1,1,1,1,1,1,1,2,1,5,3,1,1,5,2,1,1,1,1,10,10,10,10,10,10,6,10,8,8,7,10,10,99,9,99,9,99,10,10,9,9,10,8,3,1,2,2,1,5,4,1,3,5,99,1,2,5,77,3,3,4,4,4,4,4,4,3,4,2,4,2,5,3,2,3,5,3,3,1,8,5,5,1,1,1,1,4,4,1,1,4,4,1,1,7,1,7,1,3,3,2,5,1,7,7,7,0,77,77,77,77,77,77,77,0,1,1,1,999,1,2,0,1,1,2,2,2,99,99,99,99,99,99,99
1016,0,2,1,2022.1.11,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,10,10,10,10,5,8,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,4,3,4,4,4,5,5,3,3,4,1,4,4,4,77,4,4,5,5,5,5,5,5,4,5,2,3,2,5,1,2,4,4,5,1,9,1,10,1,1,1,4,4,4,4,2,1,4,2,4,1,7,7,7,7,7,6,1,7,1,7,1,7,1,0,3,1,99,77,77,77,1,0,1,1,23000,0,2,1,77,77,77,77,77,36,1975,1,4,12,2,12
1016,0,2,2,2022.1.12,2,99,99,3,99,99,99,99,99,99,99,99,99,99,99,99,99,3,99,99,99,99,99,2,99,99,99,99,5,7,8,9,10,9,7,8,7,9,10,10,10,9,10,9,10,10,9,10,10,10,10,10,4,4,4,5,4,3,4,2,2,3,2,3,3,3,77,4,4,4,4,4,4,4,4,3,4,2,3,2,5,1,2,4,4,5,1,9,1,10,1,1,1,4,4,4,4,2,1,4,2,4,1,7,7,7,7,7,6,1,7,1,7,1,7,1,77,1,11,0,11,0,1,1,0,2,2,24000,0,2,1,1,2,2,2,2,99,99,99,99,99,99,99
1016,0,2,3,2022.1.13,2,1,1,99,1,3,3,1,1,1,1,1,1,1,2,2,1,1,2,2,1,1,1,1,1,1,1,1,10,10,10,10,10,10,10,10,10,5,10,10,10,10,10,10,10,10,10,10,10,10,10,10,4,2,1,1,5,5,4,1,3,5,1,1,1,1,3,4,2,5,5,5,5,5,5,5,5,3,3,3,4,4,3,3,5,8,6,7,5,6,6,3,2,2,3,3,3,2,3,3,3,2,2,5,1,5,2,5,3,1,5,2,3,3,5,0,77,77,77,77,77,77,77,99,1,3,1,10000,1,2,0,1,1,2,2,2,99,99,99,99,99,99,99
1016,0,2,4,2022.1.14,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,5,1,3,3,1,1,1,1,1,1,1,1,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,1,1,1,1,2,4,4,1,1,1,4,1,1,2,77,4,4,4,4,4,4,4,4,5,5,3,3,3,4,4,3,3,5,8,6,7,5,6,6,3,2,2,3,3,3,2,3,3,3,2,2,5,1,5,2,5,3,1,5,2,3,3,5,0,77,77,77,77,77,77,77,0,4,2,1,999,1,2,3,1,2,2,2,2,99,99,99,99,99,99,99
1017,0,2,1,2022.1.15,2,1,1,3,4,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,1,1,1,1,1,1,1,1,7,0,9,10,9,7,6,7,8,7,10,9,10,10,10,10,9,8,9,9,10,10,10,10,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,4,3,5,5,4,4,4,4,3,4,1,5,3,5,1,1,5,5,10,0,10,0,9,0,1,1,4,4,4,4,1,1,4,4,1,1,5,5,7,4,5,4,1,7,1,6,2,7,0,77,77,77,77,77,77,77,1,0,1,1,2000,0,2,0,0,1,2,2,2,99,99,99,99,99,99,99
1017,0,2,2,2022.1.16,2,1,3,5,4,4,1,1,3,1,1,1,1,4,4,5,4,3,1,1,1,1,1,4,5,5,2,1,3,3,5,7,7,5,0,7,7,9,9,9,6,10,3,10,8,2,5,2,7,9,8,8,3,2,1,3,1,1,5,1,1,2,1,1,2,1,77,3,3,4,4,4,4,4,3,3,2,1,5,3,5,1,1,5,5,10,0,10,0,10,0,1,1,4,4,4,4,1,1,4,4,1,1,5,5,6,3,5,3,2,6,2,6,2,6,0,77,77,77,77,77,77,77,0,0,2,2,17000,0,2,0,77,77,77,77,77,23,1988,1,3,99,3,0
1017,0,2,3,2022.1.17,2,1,2,5,3,3,1,1,3,2,1,1,1,3,4,4,5,5,1,1,1,1,1,4,3,3,1,2,5,5,5,8,8,5,1,5,5,5,8,9,9,10,7,9,9,7,7,7,7,9,9,9,1,1,1,1,1,1,4,1,1,1,1,1,1,1,77,2,1,4,4,4,4,4,4,3,3,77,77,77,77,77,77,77,77,4,4,4,7,7,6,2,2,4,4,4,4,2,1,4,4,2,2,4,1,4,1,4,1,7,5,7,1,7,1,0,77,77,77,77,77,77,77,0,0,2,1,999,0,2,0,1,1,2,2,2,99,99,99,99,99,99,99
1017,0,2,4,2022.1.18,2,1,1,3,3,3,3,4,3,5,1,5,1,4,2,4,3,3,5,5,1,1,3,3,5,4,1,3,6,6,10,10,10,8,99,5,5,5,8,10,8,8,10,10,10,10,10,10,10,10,8,8,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,4,4,4,4,4,4,5,3,5,5,5,5,5,5,4,5,10,0,10,0,10,0,3,1,4,4,4,4,1,1,4,4,1,3,5,4,5,4,4,4,3,4,3,5,3,5,1,1,99,99,1,77,77,77,0,3,2,1,10000,1,2,0,77,77,77,77,77,25,1986,1,3,2,2,0
1018,0,2,1,2022.1.19,2,1,1,5,5,3,3,2,4,5,1,3,1,1,3,3,5,5,5,4,1,1,1,3,3,1,1,2,4,5,7,10,10,5,5,10,7,3,6,10,6,10,10,10,10,10,10,10,10,10,6,6,1,1,1,1,3,1,4,1,1,1,5,1,4,1,1,3,2,4,4,4,4,5,4,4,4,5,5,5,5,5,5,4,5,10,0,10,0,10,0,3,1,4,4,4,4,1,1,4,4,1,3,5,4,5,4,4,4,3,4,3,5,3,5,0,77,77,77,77,77,77,77,0,3,2,0,999,1,2,0,1,0,1,3,3,99,99,99,99,99,99,99
1018,0,2,2,2022.1.20,2,1,3,2,2,5,5,4,3,2,1,1,3,3,2,2,3,2,4,4,1,1,1,2,1,1,1,1,8,9,9,9,9,8,9,9,9,9,10,10,9,9,9,9,9,9,9,9,9,9,9,9,4,2,1,3,3,3,4,1,2,4,4,1,4,2,1,4,4,4,4,4,4,4,4,4,4,1,1,1,4,1,1,4,5,8,9,9,4,8,4,1,1,1,1,1,1,1,1,1,1,1,1,4,3,5,4,4,3,3,5,5,5,3,5,0,77,77,77,77,77,77,77,1,1,1,1,7380,1,2,0,77,77,77,77,77,24,1987,1,3,0,2,0
1018,0,2,3,2022.1.21,2,1,1,4,4,4,1,1,1,1,1,1,3,1,1,2,1,2,5,3,1,1,1,2,1,1,1,1,6,8,10,10,10,8,6,9,10,5,10,10,10,10,8,10,8,8,5,5,8,10,10,10,1,1,1,1,1,4,2,1,1,1,1,1,5,1,1,3,3,4,4,4,4,4,4,3,4,1,1,1,4,1,1,4,5,8,9,9,4,8,4,1,1,1,1,1,1,1,1,1,1,1,1,4,3,5,4,4,3,3,5,5,5,3,5,0,77,77,77,77,77,77,77,1,1,1,99,12000,1,2,0,1,1,1,2,2,99,99,99,99,99,99,99
1018,0,2,4,2022.1.22,2,5,4,5,5,5,1,1,5,5,1,1,1,1,2,3,5,5,1,1,1,1,1,2,4,3,3,1,8,8,9,10,10,7,7,9,8,2,7,8,6,7,6,8,8,7,7,7,7,7,7,7,99,2,99,3,1,1,2,1,1,1,1,2,3,4,77,3,3,3,3,4,4,3,4,4,4,3,3,2,5,2,2,4,5,8,0,9,0,9,0,2,2,4,4,3,3,3,3,2,2,3,2,5,4,4,5,5,6,6,6,5,4,4,5,1,1,99,2,99,77,77,77,0,0,2,1,15500,0,1,4,77,77,77,77,77,55,1957,1,3,16,4,5
1019,0,2,1,2022.1.23,2,1,1,1,1,2,1,1,2,99,1,1,1,1,3,3,5,5,1,1,1,1,1,1,2,2,1,1,8,8,9,9,9,8,8,9,8,7,8,8,9,10,9,10,9,8,8,8,9,9,8,9,2,2,5,4,1,1,3,1,1,2,1,2,3,4,77,4,3,4,4,5,4,5,4,4,4,3,3,2,5,2,2,4,5,8,2,8,3,7,2,1,1,4,3,3,4,3,2,3,4,2,2,4,2,6,3,5,2,1,6,2,5,2,6,1,77,0,2,0,7.25,0,0,0,0,2,1,25000,0,3,4,1,1,2,2,3,99,99,99,99,99,99,99
1019,0,2,2,2022.1.24,2,1,1,1,1,1,1,1,3,1,1,1,1,1,1,3,3,1,3,1,1,1,1,1,1,1,1,1,10,10,10,10,10,10,5,9,10,9,10,10,9,10,10,10,10,1,10,1,10,10,10,10,1,1,1,1,3,1,1,1,1,1,1,1,1,1,4,3,3,4,4,5,5,5,4,5,4,3,3,2,5,3,3,4,5,7,8,8,1,8,1,1,1,4,4,3,4,2,1,4,4,1,1,5,2,6,2,4,3,1,6,1,6,4,6,0,77,77,77,77,77,77,77,0,3,1,1,1200,0,2,3,77,77,77,77,77,29,1982,1,2,4,1,3
1019,0,2,3,2022.1.25,2,5,1,99,2,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,9,10,10,10,10,10,99,9,99,0,9,10,9,10,8,10,5,5,10,8,8,8,10,5,3,3,1,3,4,1,5,1,3,4,5,1,3,3,5,99,3,5,5,5,5,5,5,4,4,3,3,2,5,3,2,5,5,4,2,8,2,8,3,1,1,4,2,3,4,2,1,3,4,1,2,5,2,6,2,6,2,1,7,1,7,1,7,1,77,0,2,0,7.75,0,0,1,3,1,1,1200,1,2,3,1,1,2,2,2,99,99,99,99,99,99,99
1019,0,2,4,2022.1.26,2,5,1,4,4,1,4,1,3,1,1,1,1,1,1,2,1,1,3,5,1,1,1,1,1,1,1,1,8,8,9,10,10,8,3,9,10,9,9,10,7,8,8,9,9,6,8,8,8,8,9,9,4,1,1,1,4,3,4,1,1,2,5,1,3,2,3,3,2,4,4,4,4,4,4,3,4,3,3,2,5,5,5,5,5,7,2,3,4,6,4,2,1,4,4,4,4,2,1,4,4,1,1,5,2,6,2,6,2,3,6,2,6,2,6,0,77,77,77,77,77,77,77,0,2,3,1,99,0,2,1,77,77,77,77,77,22,1989,1,3,12,2,0
1020,0,2,1,2022.1.27,2,1,1,5,4,1,4,1,3,1,1,1,1,1,1,1,3,5,1,1,1,3,1,3,1,3,1,1,2,3,10,10,10,3,3,8,9,9,10,10,7,9,10,10,10,10,9,10,10,10,10,10,4,4,1,1,1,4,1,1,1,1,5,1,1,1,1,0,2,4,4,4,4,4,4,4,4,2,3,3,5,3,2,5,5,7,2,3,4,6,4,2,1,4,4,4,4,2,1,4,4,1,1,5,2,6,2,6,2,3,6,2,6,2,6,0,77,77,77,77,77,77,77,0,2,3,1,999,0,2,1,1,1,2,2,2,99,99,99,99,99,99,99
1020,0,2,2,2022.1.28,2,1,1,1,3,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,7,7,10,10,10,8,8,8,8,9,10,7,10,8,10,7,7,7,7,10,10,8,8,3,2,5,4,5,5,4,2,2,2,5,2,2,2,5,3,4,4,4,4,5,5,4,4,4,2,3,3,5,3,2,5,5,8,5,7,5,5,5,2,2,4,4,4,4,2,1,4,4,1,1,7,2,7,1,7,5,1,7,4,7,5,5,1,77,8,11,26,20,1,1,1,1,1,1,33000,0,2,0,1,2,2,2,2,37,1975,1,2,14,4,2
1020,0,2,3,2022.1.29,2,1,1,1,1,1,1,1,3,3,1,1,1,1,1,2,1,3,3,2,1,1,1,1,1,1,1,1,10,9,9,10,10,8,8,9,10,6,10,10,9,10,10,10,10,7,9,8,10,10,9,10,4,2,5,3,5,5,4,2,3,3,5,2,2,2,77,4,4,4,4,5,5,4,4,4,4,3,3,3,5,5,5,5,5,10,0,10,0,9,0,3,1,4,4,3,4,1,1,3,4,1,1,6,5,5,3,5,4,4,6,4,6,3,6,1,77,8,1,0,18.9,1,1,1,1,1,1,33000,0,2,0,1,1,2,2,2,99,99,99,99,99,99,99
1020,0,2,4,2022.1.30,2,1,1,1,2,1,3,1,1,1,1,1,1,1,1,2,2,2,3,4,99,1,1,2,3,2,1,1,7,7,8,8,8,7,4,8,8,6,9,9,8,9,9,9,9,9,9,7,8,8,7,8,2,2,1,3,2,5,4,1,2,2,5,1,1,1,5,3,3,4,4,4,4,4,4,3,3,3,3,3,5,5,5,5,5,10,10,10,7,8,2,4,4,1,2,1,2,2,4,3,4,3,3,5,6,5,5,4,5,2,6,1,4,3,3,1,77,0,2,0,9,0,0,0,2,1,1,7000,1,4,0,1,1,3,2,2,99,99,99,99,99,99,99
1021,0,2,1,2022.1.31,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,4,4,1,1,1,2,3,2,1,1,9,8,8,9,9,9,7,9,9,7,9,9,9,9,9,9,9,9,9,9,9,9,9,8,3,2,2,4,5,99,4,2,2,4,5,1,3,3,5,2,2,4,4,4,4,4,4,4,4,3,3,3,99,4,99,4,4,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,1,0,99,6,99,77,77,77,1,2,1,1,8000,1,4,0,77,77,77,77,77,37,1974,1,3,2,3,2
1021,0,2,2,2022.2.1,2,1,2,3,3,2,4,1,2,1,1,1,1,1,1,4,2,2,2,4,2,1,1,2,2,2,1,1,8,7,8,9,7,9,7,9,10,8,10,10,9,9,9,9,10,10,9,8,9,9,10,9,3,1,2,2,4,99,3,1,2,4,2,1,4,2,5,4,3,5,4,4,5,5,4,4,3,4,2,3,3,2,3,3,4,5,7,2,8,5,8,3,1,3,4,2,3,2,2,3,4,1,2,7,1,7,1,7,1,1,4,2,5,1,6,0,77,77,77,77,77,77,77,0,1,2,1,30000,1,3,0,77,77,77,77,77,43,1968,1,6,0,2,0
1021,0,2,3,2022.2.2,2,1,1,3,3,3,3,1,3,1,1,1,1,1,2,4,2,3,2,4,1,1,1,1,2,3,1,1,8,8,8,9,9,9,5,8,10,8,9,10,10,10,10,9,10,8,8,9,10,10,9,9,4,2,1,2,2,5,2,1,2,3,5,1,4,3,4,3,3,5,5,5,5,5,5,5,5,3,2,1,4,1,3,4,4,5,8,0,9,1,9,3,2,2,3,2,3,3,3,3,4,2,3,7,3,7,1,7,2,1,9,1,5,1,7,0,77,77,77,77,77,77,77,99,1,2,1,30000,1,3,0,1,2,2,2,2,99,1968,1,6,10,1,0
1021,0,2,4,2022.2.3,2,3,1,3,3,2,4,1,3,1,1,1,1,2,4,99,3,4,1,3,1,1,1,2,2,3,1,1,10,5,10,10,10,8,8,9,9,0,8,8,10,10,10,9,8,8,9,9,10,10,8,9,4,1,3,4,3,5,3,1,2,1,2,1,5,5,1,2,4,5,4,4,4,4,4,4,2,3,2,2,4,3,4,2,4,4,8,6,6,2,6,4,1,2,4,2,3,4,3,1,4,4,2,7,4,6,4,5,7,6,4,5,5,5,5,0,77,77,77,77,77,77,77,99,1,2,1,34125,1,3,0,1,1,1,2,2,99,99,99,99,99,99,99
